/mnt/c1/wanghaoyu/data/ml_train_5h/ia/wavs
common_voice_ia_20165374.wav	43776
common_voice_ia_20905942.wav	44160
common_voice_ia_20153260.wav	38400
common_voice_ia_20150835.wav	47616
common_voice_ia_20164852.wav	41472
common_voice_ia_20105910.wav	37632
common_voice_ia_20164851.wav	41856
common_voice_ia_20905868.wav	51072
common_voice_ia_20164578.wav	41472
common_voice_ia_20152034.wav	38784
common_voice_ia_19165284.wav	36864
common_voice_ia_20153899.wav	33792
common_voice_ia_20905266.wav	75648
common_voice_ia_20486489.wav	66816
common_voice_ia_20165319.wav	75264
common_voice_ia_20291564.wav	100608
common_voice_ia_20153377.wav	109824
common_voice_ia_20313654.wav	34176
common_voice_ia_20898908.wav	51840
common_voice_ia_20152201.wav	36096
common_voice_ia_20105735.wav	45312
common_voice_ia_20905195.wav	49152
common_voice_ia_20153849.wav	49536
common_voice_ia_20153568.wav	30336
common_voice_ia_20291717.wav	38400
common_voice_ia_20152622.wav	34944
common_voice_ia_20905777.wav	74112
common_voice_ia_20661429.wav	55296
common_voice_ia_20905847.wav	64896
common_voice_ia_20905801.wav	43776
common_voice_ia_20661711.wav	81792
common_voice_ia_20486507.wav	44928
common_voice_ia_20152710.wav	28800
common_voice_ia_20165086.wav	34560
common_voice_ia_20163940.wav	39168
common_voice_ia_20151432.wav	43392
common_voice_ia_20105877.wav	32640
common_voice_ia_20151604.wav	105600
common_voice_ia_20164139.wav	47232
common_voice_ia_20313504.wav	86784
common_voice_ia_20905878.wav	89856
common_voice_ia_20313721.wav	55680
common_voice_ia_20330645.wav	43776
common_voice_ia_20152252.wav	90624
common_voice_ia_20153699.wav	44160
common_voice_ia_20151610.wav	40704
common_voice_ia_20291616.wav	33024
common_voice_ia_20105779.wav	37248
common_voice_ia_20151548.wav	44928
common_voice_ia_20486856.wav	51840
common_voice_ia_20905223.wav	29952
common_voice_ia_20291876.wav	91392
common_voice_ia_20153096.wav	31488
