/mnt/c1/wanghaoyu/data/ml_train_5h/nl/wavs
common_voice_nl_17706956.wav	76416
common_voice_nl_20921379.wav	57216
common_voice_nl_21275724.wav	81792
common_voice_nl_21105482.wav	50304
common_voice_nl_18785585.wav	61824
common_voice_nl_17722711.wav	57216
common_voice_nl_17713680.wav	68736
common_voice_nl_20260008.wav	71424
common_voice_nl_19351629.wav	78720
common_voice_nl_18841512.wav	60288
common_voice_nl_20652292.wav	46464
common_voice_nl_17703363.wav	54144
common_voice_nl_18375287.wav	62208
common_voice_nl_19629662.wav	77184
common_voice_nl_18839744.wav	67968
common_voice_nl_20960815.wav	75264
common_voice_nl_17697449.wav	80256
common_voice_nl_18248316.wav	50304
common_voice_nl_18839305.wav	67584
common_voice_nl_20927988.wav	47616
common_voice_nl_17697598.wav	61824
common_voice_nl_19975291.wav	39552
common_voice_nl_17698201.wav	44544
common_voice_nl_19016422.wav	66048
common_voice_nl_17700542.wav	57216
common_voice_nl_22107819.wav	74880
common_voice_nl_17713273.wav	44928
common_voice_nl_20229522.wav	62208
common_voice_nl_20929876.wav	66816
common_voice_nl_17787965.wav	51456
common_voice_nl_21689811.wav	61824
common_voice_nl_18834592.wav	65280
common_voice_nl_18841595.wav	51072
common_voice_nl_21105480.wav	72960
common_voice_nl_17704502.wav	42624
common_voice_nl_17694072.wav	77184
common_voice_nl_19521876.wav	51456
common_voice_nl_20043740.wav	46848
common_voice_nl_19189384.wav	52992
common_voice_nl_20570932.wav	42624
common_voice_nl_19095791.wav	84480
common_voice_nl_17770505.wav	107904
common_voice_nl_20315592.wav	59904
common_voice_nl_20589397.wav	66816
common_voice_nl_19025310.wav	40704
common_voice_nl_17818964.wav	54912
common_voice_nl_19723383.wav	59520
common_voice_nl_17707022.wav	49152
common_voice_nl_18303651.wav	51840
common_voice_nl_18736482.wav	49920
common_voice_nl_17700736.wav	145536
common_voice_nl_20545187.wav	55296
common_voice_nl_20589054.wav	55296
common_voice_nl_19997984.wav	47232
common_voice_nl_20718479.wav	47616
common_voice_nl_19442630.wav	49536
common_voice_nl_17714713.wav	48000
common_voice_nl_17728363.wav	23424
common_voice_nl_20923115.wav	74496
common_voice_nl_17865322.wav	45696
common_voice_nl_19351726.wav	64512
common_voice_nl_18267213.wav	111744
common_voice_nl_18649030.wav	105216
common_voice_nl_20313899.wav	67584
common_voice_nl_17714442.wav	68736
common_voice_nl_17710581.wav	70272
common_voice_nl_22303018.wav	79488
common_voice_nl_19860295.wav	74112
common_voice_nl_18834565.wav	67968
common_voice_nl_19873431.wav	96384
common_voice_nl_20217427.wav	63744
common_voice_nl_19686643.wav	70656
common_voice_nl_19873363.wav	40704
common_voice_nl_20927990.wav	59904
common_voice_nl_19016406.wav	45312
common_voice_nl_20320730.wav	59136
common_voice_nl_18632798.wav	75264
common_voice_nl_17721420.wav	39936
common_voice_nl_18272223.wav	69120
common_voice_nl_19771602.wav	63360
common_voice_nl_21916503.wav	39288
common_voice_nl_20148995.wav	129408
common_voice_nl_17960585.wav	31488
common_voice_nl_19992303.wav	84096
common_voice_nl_17696944.wav	39936
common_voice_nl_18826643.wav	60672
common_voice_nl_20533370.wav	59136
